ID,brand,Origin of brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,seats,selling_price
13792,Ford,American,8,45500,Dealer,Diesel,Manual,20,1399,5,375000
13793,Hyundai,Asian,11,64000,Dealer,Petrol,Manual,18.5,1197,5,375000
13794,Honda,Asian,9,30000,Dealer,Petrol,Manual,18.4,1198,5,375000
13795,Skoda,European,9,78000,Dealer,Diesel,Manual,20.5,1598,5,375000
13796,Volkswagen,European,9,120000,Individual,Diesel,Manual,20.54,1598,5,375000
13797,Honda,Asian,8,64000,Dealer,Diesel,Manual,25.8,1498,5,375000
13798,Toyota,Asian,8,65000,Dealer,Petrol,Manual,17.6,1496,5,375000
13799,Hyundai,Asian,8,80000,Individual,Petrol,Manual,17.01,1591,5,375000
13800,Maruti,Asian,6,49000,Dealer,CNG,Manual,15.1,1196,5,375000
13801,Volkswagen,European,11,55000,Dealer,Petrol,Manual,15.04,1598,5,375000
13802,Nissan,Asian,9,100000,Dealer,Diesel,Manual,21.64,1461,5,375000
13803,Maruti,Asian,6,39949,Dealer,Petrol,Automatic,23.95,998,5,375000
13804,Volkswagen,European,9,55252,Dealer,Diesel,Manual,22.07,1199,5,375000
13805,Maruti,Asian,6,25000,Individual,Petrol,Manual,20.51,998,5,375000
13806,Maruti,Asian,7,39800,Dealer,Petrol,Automatic,23.1,998,5,375000
13807,Honda,Asian,13,60000,Dealer,Petrol,Automatic,11.7,2354,5,375000
13808,Renault,European,5,23500,Dealer,Petrol,Manual,25.17,799,5,375000
13809,Honda,Asian,8,22000,Dealer,Petrol,Manual,19.4,1198,5,375000
13810,Hyundai,Asian,11,64000,Dealer,Petrol,Manual,18.5,1197,5,375000
13811,Renault,European,4,20000,Individual,Petrol,Automatic,24.04,999,5,375000
13812,Toyota,Asian,9,67000,Dealer,Diesel,Manual,23.59,1364,5,375000
13813,Honda,Asian,7,65000,Dealer,Diesel,Manual,25.8,1498,5,375000
13814,Maruti,Asian,6,58000,Dealer,Petrol,Manual,15.37,1196,5,375000
13815,Maruti,Asian,8,45000,Individual,Diesel,Manual,23.4,1248,5,374000
13816,Hyundai,Asian,8,19000,Dealer,Petrol,Automatic,16.95,1197,5,374000
13817,Maruti,Asian,2,10000,Individual,Petrol,Manual,23.95,998,5,373000
13818,Volkswagen,European,7,74832,Dealer,Diesel,Automatic,21.21,1498,5,373000
13819,Maruti,Asian,1,5000,Individual,Petrol,Manual,22.05,796,5,373000
13820,Maruti,Asian,6,33766,Dealer,Petrol,Manual,20.51,998,5,372000
13821,Mahindra,Asian,7,90000,Individual,Diesel,Manual,21.03,1461,5,372000
13822,Mahindra,Asian,9,120000,Individual,Diesel,Manual,14,2523,8,372000
13823,Tata,Asian,7,100000,Individual,Diesel,Manual,25,1396,5,372000
13824,Honda,Asian,7,45000,Dealer,Diesel,Manual,25.8,1498,5,372000
13825,Maruti,Asian,8,54100,Dealer,Diesel,Manual,21.1,1248,5,371000
13826,Maruti,Asian,3,5917,Dealer,Petrol,Manual,23.95,998,5,371000
13827,Renault,European,4,8560,Dealer,Petrol,Automatic,24.04,999,5,371000
13828,Hyundai,Asian,11,78000,Dealer,Petrol,Manual,17,1197,5,371000
13829,Maruti,Asian,4,27265,Dealer,Petrol,Automatic,23.95,998,5,371000
13830,Maruti,Asian,9,100000,Individual,Diesel,Manual,19.3,1248,5,371000
13831,Maruti,Asian,9,47000,Dealer,Diesel,Manual,23.4,1248,5,371000
13832,Maruti,Asian,9,46000,Dealer,Petrol,Manual,19.1,1197,5,370000
13833,Nissan,Asian,8,250000,Individual,Diesel,Manual,21.64,1461,5,370000
13834,Hyundai,Asian,6,62000,Dealer,Petrol,Manual,18.9,1197,5,370000
13835,Tata,Asian,4,53000,Individual,Diesel,Manual,27.28,1047,5,370000
13836,Renault,European,3,25000,Individual,Petrol,Automatic,24.04,999,5,370000
13837,Chevrolet,American,13,105000,Dealer,Diesel,Manual,11.5,1991,7,370000
13838,Maruti,Asian,6,30000,Individual,Petrol,Manual,20.4,1197,5,370000
13839,Hyundai,Asian,6,56000,Dealer,Petrol,Manual,19.1,1197,5,370000
13840,Datsun,Asian,3,68000,Individual,Petrol,Manual,19.83,1198,5,370000
13841,Hyundai,Asian,11,10000,Individual,Petrol,Manual,16.2,1599,5,370000
13842,Hyundai,Asian,5,60000,Individual,Petrol,Manual,19.1,1197,5,370000
13843,Maruti,Asian,8,48987,Trustmark Dealer,Petrol,Manual,19.1,1197,5,370000
13844,Maruti,Asian,1,10000,Individual,Petrol,Manual,22.05,796,5,370000
13845,Toyota,Asian,8,113000,Dealer,Diesel,Manual,23.59,1364,5,370000
13846,Hyundai,Asian,9,90000,Individual,Diesel,Manual,22.32,1582,5,370000
13847,Honda,Asian,11,70000,Dealer,Petrol,Manual,17,1497,5,370000
13848,Skoda,European,9,77000,Dealer,Diesel,Manual,20.5,1598,5,370000
13849,Hyundai,Asian,4,10000,Individual,Petrol,Manual,21.1,814,5,370000
13850,Tata,Asian,5,80000,Individual,Petrol,Manual,23.84,1199,5,370000
13851,Maruti,Asian,7,27000,Dealer,Petrol,Manual,21.5,1197,5,370000
13852,Hyundai,Asian,9,37590,Dealer,Petrol,Automatic,16.95,1197,5,370000
13853,Volkswagen,European,9,62000,Dealer,Petrol,Manual,16.09,1598,5,370000
13854,Maruti,Asian,9,70000,Individual,Petrol,Manual,17.5,1298,5,370000
13855,Maruti,Asian,6,52606,Dealer,Petrol,Manual,18.9,998,5,370000
13856,Maruti,Asian,7,35000,Individual,Petrol,Manual,20.51,998,5,370000
13857,Maruti,Asian,9,106000,Individual,Diesel,Manual,19.3,1248,5,370000
13858,Hyundai,Asian,9,56328,Dealer,Diesel,Manual,21.9,1396,5,370000
13859,Hyundai,Asian,9,68000,Dealer,Petrol,Automatic,16.95,1197,5,370000
13860,Maruti,Asian,2,20000,Individual,Petrol,Manual,23.95,998,5,370000
13861,Maruti,Asian,8,50000,Individual,Petrol,Manual,18.6,1197,5,370000
13862,Hyundai,Asian,6,20000,Dealer,Petrol,Manual,21.1,814,5,370000
13863,Maruti,Asian,6,62400,Dealer,Petrol,Manual,18.9,998,5,370000
13864,Hyundai,Asian,9,68000,Dealer,Diesel,Manual,21.9,1396,5,370000
13865,Renault,European,3,29000,Dealer,Petrol,Manual,23.01,999,5,370000
13866,Maruti,Asian,2,25000,Individual,Petrol,Manual,15.37,1196,5,370000
13867,Maruti,Asian,7,70000,Individual,Petrol,Manual,18.6,1197,5,370000
13868,Maruti,Asian,8,200000,Individual,Diesel,Manual,23.4,1248,5,370000
13869,Honda,Asian,7,110000,Individual,Diesel,Manual,25.8,1498,5,370000
13870,Volkswagen,European,10,72565,Dealer,Diesel,Manual,22.27,1498,5,370000
13871,Maruti,Asian,4,35000,Individual,Petrol,Manual,23.95,998,5,370000
13872,Renault,European,2,13000,Individual,Petrol,Manual,25.17,799,5,370000
13873,Volkswagen,European,10,72000,Dealer,Diesel,Manual,20.54,1598,5,370000
13874,Renault,European,3,14000,Individual,Petrol,Manual,23.01,999,5,370000
13875,Hyundai,Asian,3,43000,Dealer,Diesel,Manual,24,1186,5,370000
13876,Fiat,European,8,80981,Dealer,Diesel,Manual,20.3,1248,5,370000
13877,Hyundai,Asian,10,170000,Individual,Diesel,Manual,22.32,1582,5,370000
13878,Honda,Asian,6,35000,Dealer,Petrol,Manual,19.4,1198,5,370000
13879,Hyundai,Asian,3,30000,Individual,Petrol,Manual,21.1,814,5,370000
13880,Maruti,Asian,8,90000,Individual,Diesel,Manual,23.4,1248,5,370000
13881,Maruti,Asian,9,60000,Dealer,Diesel,Manual,19.3,1248,5,370000
13882,Maruti,Asian,7,27027,Dealer,Petrol,Manual,23.1,998,5,370000
13883,Hyundai,Asian,5,47000,Individual,Petrol,Manual,19.81,1086,5,370000
13884,Maruti,Asian,4,50000,Individual,Petrol,Manual,20.51,998,5,370000
13885,Renault,European,5,15000,Individual,Petrol,Manual,23.01,999,5,370000
13886,Hyundai,Asian,11,25000,Individual,Petrol,Manual,18.5,1197,5,370000
13887,Hyundai,Asian,8,61500,Dealer,Petrol,Automatic,16.95,1197,5,370000
13888,Renault,European,3,25000,Dealer,Petrol,Automatic,24.04,999,5,370000
13889,Maruti,Asian,7,64523,Dealer,Diesel,Manual,23.4,1248,5,370000
13890,Skoda,European,10,58000,Dealer,Petrol,Manual,13.4,1798,5,370000
13891,Hyundai,Asian,3,36984,Dealer,Petrol,Manual,18.6,1197,5,370000
13892,Renault,European,9,68000,Dealer,Diesel,Manual,19.87,1461,5,370000
13893,Hyundai,Asian,8,110000,Individual,Petrol,Manual,17.01,1591,5,370000
13894,Maruti,Asian,2,25000,Individual,CNG,Manual,21.94,1196,5,370000
13895,Hyundai,Asian,6,49000,Dealer,Diesel,Manual,24,1120,5,370000
13896,Maruti,Asian,6,33000,Dealer,Petrol,Manual,23.1,998,5,370000
13897,Hyundai,Asian,6,58000,Dealer,Petrol,Manual,18,1197,5,370000
13898,Maruti,Asian,7,58000,Dealer,Petrol,Manual,18.6,1197,5,370000
13899,Maruti,Asian,4,30000,Individual,Petrol,Manual,23.95,998,5,370000
13900,Maruti,Asian,12,40000,Individual,Petrol,Manual,17.5,1298,5,370000
13901,Hyundai,Asian,6,52627,Dealer,Diesel,Manual,24,1120,5,370000
13902,Renault,European,5,14000,Dealer,Petrol,Manual,22.3,799,5,370000
13903,Maruti,Asian,7,71000,Dealer,CNG,Manual,26.2,998,5,370000
13904,Tata,Asian,4,90000,Individual,Diesel,Manual,22.95,1248,5,370000
13905,Tata,Asian,10,111821,Individual,Diesel,Manual,12.2,1948,10,370000
13906,Renault,European,8,64000,Dealer,Diesel,Manual,19.01,1461,5,370000
13907,Ford,American,10,56000,Dealer,Petrol,Manual,15.6,1196,5,370000
13908,Honda,Asian,9,28000,Dealer,Petrol,Manual,19.4,1198,5,370000
13909,Maruti,Asian,2,30000,Individual,Petrol,Manual,15.37,1196,7,370000
13910,Renault,European,4,15000,Individual,Petrol,Manual,23.01,999,5,370000
13911,Nissan,Asian,6,40000,Individual,Petrol,Manual,18.44,1198,5,370000
13912,Maruti,Asian,6,90000,Individual,Diesel,Manual,26.59,1248,5,370000
13913,Ford,American,5,35000,Individual,Petrol,Manual,18.16,1196,5,369000
13914,Maruti,Asian,4,6808,Dealer,Petrol,Manual,23.95,998,5,369000
13915,Maruti,Asian,4,35668,Dealer,Petrol,Automatic,23.95,998,5,369000
13916,Hyundai,Asian,7,37145,Dealer,Petrol,Manual,19.1,1197,5,369000
13917,Nissan,Asian,8,55200,Dealer,Diesel,Manual,19.3,1461,7,369000
13918,Skoda,European,11,39256,Dealer,Petrol,Automatic,13.7,1798,5,369000
13919,Maruti,Asian,5,60000,Individual,Petrol,Manual,20.85,1197,5,369000
13920,Honda,Asian,7,45892,Dealer,Diesel,Manual,25.8,1498,5,369000
13921,Maruti,Asian,9,79000,Dealer,Diesel,Manual,17.8,1248,5,369000
13922,Hyundai,Asian,7,67300,Dealer,Diesel,Manual,23,1396,5,368000
13923,Maruti,Asian,1,10000,Individual,Petrol,Manual,15.37,1196,5,368000
13924,Hyundai,Asian,6,41000,Dealer,Petrol,Manual,18.9,1197,5,368000
13925,Honda,Asian,7,45120,Dealer,Diesel,Manual,25.8,1498,5,367000
13926,Renault,European,3,20000,Individual,Petrol,Manual,23.01,999,5,367000
13927,Renault,European,8,80000,Individual,Diesel,Manual,19.64,1461,5,367000
13928,Volkswagen,European,8,90000,Dealer,Diesel,Manual,22.07,1199,5,365000
13929,Maruti,Asian,7,54000,Dealer,Petrol,Manual,22,1197,5,365000
13930,Hyundai,Asian,8,70000,Dealer,Diesel,Manual,22.32,1582,5,365000
13931,Hyundai,Asian,5,47000,Dealer,Petrol,Manual,20.36,1197,5,365000
13932,Hyundai,Asian,8,32000,Dealer,Diesel,Manual,24,1120,5,365000
13933,Honda,Asian,12,50060,Dealer,Petrol,Automatic,11.7,2354,5,365000
13934,Hyundai,Asian,7,50000,Individual,Petrol,Manual,19.1,1197,5,365000
13935,Hyundai,Asian,10,75000,Dealer,Diesel,Automatic,22.32,1582,5,365000
13936,Honda,Asian,7,57432,Dealer,Petrol,Manual,18,1198,5,365000
13937,Maruti,Asian,3,76826,Dealer,CNG,Manual,15.1,1196,5,365000
13938,Renault,European,4,19000,Dealer,Petrol,Automatic,24.04,999,5,365000
13939,Nissan,Asian,9,70547,Dealer,Petrol,Manual,16.95,1498,5,365000
13940,Maruti,Asian,4,15798,Dealer,Petrol,Manual,23.95,998,5,365000
13941,Skoda,European,11,87000,Dealer,Diesel,Automatic,17,1896,5,365000
13942,Honda,Asian,8,41000,Dealer,Petrol,Manual,18,1198,5,365000
13943,Maruti,Asian,10,88000,Dealer,Diesel,Manual,19.3,1248,5,365000
13944,Mahindra,Asian,11,91000,Dealer,Diesel,Manual,13.5,2179,5,365000
13945,Hyundai,Asian,8,42020,Trustmark Dealer,Petrol,Manual,20.36,1197,5,365000
13946,Maruti,Asian,6,59000,Dealer,Petrol,Manual,15.1,1196,7,365000
13947,Renault,European,3,20000,Dealer,Petrol,Manual,25.17,799,5,365000
13948,Maruti,Asian,6,48000,Dealer,CNG,Manual,32.52,998,5,365000
13949,Maruti,Asian,7,39000,Dealer,CNG,Manual,21.94,1196,5,365000
13950,Maruti,Asian,10,88000,Dealer,Diesel,Manual,19.3,1248,5,365000
13951,Honda,Asian,10,45000,Dealer,Petrol,Manual,17,1497,5,365000
13952,Nissan,Asian,6,57000,Dealer,Petrol,Manual,19.49,1198,5,365000
13953,Maruti,Asian,5,49000,Dealer,CNG,Manual,26.6,998,5,365000
13954,Honda,Asian,10,60000,Dealer,Petrol,Manual,17,1497,5,365000
13955,Chevrolet,American,8,60000,Individual,Diesel,Manual,22.1,1248,5,365000
13956,Honda,Asian,13,90000,Dealer,Petrol,Automatic,14.5,1493,5,365000
13957,Renault,European,5,46260,Dealer,Petrol,Manual,22.3,799,5,365000
13958,Skoda,European,9,95000,Dealer,Diesel,Manual,21.14,1498,5,365000
13959,Honda,Asian,8,74000,Dealer,Petrol,Manual,19.4,1198,5,365000
13960,Hyundai,Asian,10,78000,Dealer,Petrol,Automatic,16.95,1197,5,365000
13961,Hyundai,Asian,6,21000,Dealer,Petrol,Manual,20.36,1197,5,365000
13962,Toyota,Asian,9,119000,Dealer,Diesel,Manual,23.59,1364,5,365000
13963,Hyundai,Asian,9,36834,Dealer,Petrol,Manual,20.36,1197,5,365000
13964,Mahindra,Asian,10,70000,Individual,Diesel,Manual,13.6,2523,7,365000
13965,Honda,Asian,8,97000,Individual,Diesel,Manual,25.8,1498,5,365000
13966,Mahindra,Asian,9,120000,Individual,Diesel,Manual,15.96,2523,7,365000
13967,Chevrolet,American,7,68000,Individual,Diesel,Manual,18.2,1248,8,365000
13968,Hyundai,Asian,10,94000,Dealer,Petrol,Automatic,16.95,1197,5,365000
13969,Datsun,Asian,3,15000,Individual,Petrol,Manual,22.5,999,5,365000
13970,Hyundai,Asian,7,90598,Dealer,Diesel,Manual,24,1120,5,365000
13971,Maruti,Asian,8,57835,Dealer,Petrol,Manual,21.79,998,5,365000
13972,Volkswagen,European,8,44000,Dealer,Diesel,Manual,20.54,1598,5,365000
13973,Renault,European,3,21400,Individual,Petrol,Manual,23.01,999,5,365000
13974,Volkswagen,European,7,71377,Dealer,Diesel,Manual,22.07,1199,5,365000
13975,Maruti,Asian,5,32000,Dealer,Petrol,Manual,21.79,998,5,365000
13976,Maruti,Asian,5,68102,Dealer,Petrol,Manual,23.95,998,5,365000
13977,Maruti,Asian,5,29000,Dealer,Petrol,Manual,20.51,998,5,365000
13978,Hyundai,Asian,7,28000,Dealer,Petrol,Manual,18.9,1197,5,365000
13979,Maruti,Asian,4,56000,Dealer,CNG,Manual,26.6,998,5,365000
13980,Volkswagen,European,8,71000,Dealer,Petrol,Manual,15.04,1598,5,365000
13981,Honda,Asian,8,38872,Dealer,Petrol,Manual,18.6,1199,5,365000
13982,Maruti,Asian,7,42000,Dealer,Diesel,Manual,25.2,1248,5,365000
13983,Maruti,Asian,7,70000,Individual,Diesel,Manual,25.2,1248,5,365000
13984,Hyundai,Asian,7,63000,Dealer,Diesel,Manual,23,1396,5,365000
13985,Maruti,Asian,5,37208,Trustmark Dealer,CNG,Manual,33.54,998,5,365000
13986,Maruti,Asian,6,34000,Dealer,Petrol,Manual,23.1,998,5,365000
13987,Maruti,Asian,5,61193,Dealer,Petrol,Manual,18.9,998,5,365000
13988,Hyundai,Asian,7,60000,Dealer,Diesel,Manual,25.4,1186,5,365000
13989,Maruti,Asian,7,75328,Dealer,Petrol,Manual,21.21,1197,5,365000
13990,Renault,European,3,11051,Dealer,Petrol,Manual,23.01,999,5,365000
13991,Volkswagen,European,8,70000,Dealer,Diesel,Manual,22.07,1199,5,365000
13992,Maruti,Asian,5,37485,Dealer,Petrol,Manual,18.9,998,5,365000
13993,Hyundai,Asian,7,38000,Dealer,Petrol,Manual,20.36,1197,5,365000
13994,Skoda,European,8,54000,Dealer,Diesel,Manual,20.5,1598,5,365000
13995,Hyundai,Asian,7,54000,Dealer,Petrol,Manual,18.9,1197,5,365000
13996,Maruti,Asian,6,80000,Individual,Diesel,Manual,23.4,1248,5,365000
13997,Maruti,Asian,8,26000,Dealer,Diesel,Manual,28.4,1248,5,365000
13998,Maruti,Asian,4,55271,Dealer,CNG,Manual,26.2,998,5,365000
13999,Volkswagen,European,8,46000,Dealer,Petrol,Manual,16.47,1198,5,365000
14000,Honda,Asian,8,78000,Dealer,Diesel,Manual,25.8,1498,5,365000
14001,Hyundai,Asian,7,63484,Dealer,Diesel,Manual,24.4,1120,5,365000
14002,Maruti,Asian,3,29000,Dealer,Petrol,Manual,21.79,998,5,365000
14003,Volkswagen,European,8,75000,Dealer,Diesel,Manual,20.54,1598,5,365000
14004,Hyundai,Asian,6,54000,Dealer,Petrol,Manual,18.9,1197,5,365000
14005,Tata,Asian,5,31000,Dealer,Petrol,Manual,23.84,1199,5,365000
14006,Volkswagen,European,9,65000,Dealer,Diesel,Manual,22.07,1199,5,365000
14007,Maruti,Asian,7,100000,Individual,Diesel,Manual,23.4,1248,5,365000
14008,Mahindra,Asian,13,52000,Dealer,Diesel,Manual,12.7,2609,8,365000
14009,Maruti,Asian,8,42000,Dealer,Petrol,Automatic,16.98,998,5,365000
14010,Renault,European,5,26957,Dealer,Petrol,Manual,25.17,799,5,365000
14011,Skoda,European,11,74000,Dealer,Petrol,Automatic,13.7,1798,5,365000
14012,Toyota,Asian,10,168986,Dealer,Petrol,Manual,17.6,1496,5,365000
14013,Maruti,Asian,5,40000,Dealer,Petrol,Manual,15.37,1196,7,365000
14014,Maruti,Asian,8,42500,Dealer,Petrol,Automatic,16.98,998,5,365000
14015,Volkswagen,European,9,39000,Dealer,Diesel,Manual,22.07,1199,5,365000
14016,Ford,American,9,79000,Dealer,Diesel,Manual,20,1399,5,365000
14017,Maruti,Asian,7,60000,Individual,Diesel,Manual,25.2,1248,5,365000
14018,Maruti,Asian,9,119345,Dealer,Diesel,Manual,21.1,1248,5,365000
14019,Hyundai,Asian,5,33500,Dealer,Diesel,Manual,24,1120,5,365000
14020,Honda,Asian,6,21257,Dealer,Petrol,Manual,18.5,1198,5,365000
14021,Maruti,Asian,1,7000,Individual,Petrol,Manual,22.05,796,5,365000
14022,Tata,Asian,7,18057,Dealer,Petrol,Manual,17.57,1193,5,365000
14023,Ford,American,8,97358,Dealer,Diesel,Manual,20,1399,5,365000
14024,Maruti,Asian,5,29000,Individual,Petrol,Automatic,20.51,998,5,365000
14025,Ford,American,7,116000,Dealer,Diesel,Manual,25.01,1498,5,365000
14026,Fiat,European,10,75882,Individual,Diesel,Manual,20.4,1248,5,365000
14027,Maruti,Asian,7,72597,Trustmark Dealer,Petrol,Manual,18.6,1197,5,365000
14028,Ford,American,10,56000,Dealer,Petrol,Manual,15.6,1196,5,364000
14029,Maruti,Asian,2,30000,Individual,Petrol,Manual,23.95,998,5,363000
14030,Maruti,Asian,7,52000,Dealer,Petrol,Manual,22,1197,5,361000
14031,Volkswagen,European,8,37000,Dealer,Petrol,Manual,16.47,1198,5,361000
14032,Maruti,Asian,3,20000,Individual,Petrol,Manual,23.95,998,5,360000
14033,Renault,European,4,17000,Individual,Petrol,Manual,23.01,999,5,360000
14034,Honda,Asian,10,55000,Dealer,Petrol,Manual,17,1497,5,360000
14035,Maruti,Asian,3,34500,Dealer,CNG,Manual,21.94,1196,5,360000
14036,Maruti,Asian,4,70000,Individual,Petrol,Manual,20.51,998,5,360000
14037,Nissan,Asian,4,5000,Individual,Petrol,Manual,19.49,1198,5,360000
14038,Volkswagen,European,10,98000,Individual,Petrol,Manual,15.04,1598,5,360000
14039,Maruti,Asian,7,9000,Individual,Petrol,Automatic,23.1,998,5,360000
14040,Hyundai,Asian,8,58000,Dealer,Diesel,Manual,22.32,1582,5,360000
14041,Hyundai,Asian,6,55000,Dealer,Petrol,Manual,18.9,1197,5,360000
14042,Honda,Asian,11,49000,Dealer,Petrol,Manual,17.4,1497,5,360000
14043,Renault,European,2,5700,Dealer,Petrol,Manual,23.01,999,5,360000
14044,Fiat,European,5,72000,Individual,Diesel,Manual,20.5,1248,5,360000
14045,Maruti,Asian,7,66000,Dealer,CNG,Manual,31.79,998,5,360000
14046,Renault,European,4,33000,Dealer,Petrol,Manual,23.01,999,5,360000
14047,Maruti,Asian,8,50287,Dealer,Petrol,Manual,20.51,998,5,360000
14048,Hyundai,Asian,8,27562,Dealer,Petrol,Automatic,16.95,1197,5,360000
14049,Chevrolet,American,7,50000,Individual,Diesel,Manual,22.1,1248,5,360000
14050,Hyundai,Asian,8,42000,Dealer,Petrol,Automatic,16.95,1197,5,360000
14051,Maruti,Asian,10,80000,Dealer,Diesel,Manual,19.3,1248,5,360000
14052,Maruti,Asian,8,208000,Individual,Diesel,Manual,23.4,1248,5,360000
14053,Datsun,Asian,4,58000,Individual,Petrol,Manual,20.63,1198,5,360000
14054,Maruti,Asian,10,133592,Dealer,Diesel,Manual,28.4,1248,5,360000
14055,Ford,American,7,60000,Individual,Diesel,Manual,20,1399,5,360000
14056,Maruti,Asian,2,21900,Dealer,Petrol,Manual,24.7,796,5,360000
14057,Maruti,Asian,9,72000,Dealer,Diesel,Manual,28.4,1248,5,360000
14058,Ford,American,6,120000,Individual,Diesel,Manual,20,1399,5,360000
14059,Hyundai,Asian,9,100000,Individual,Diesel,Manual,22.32,1582,5,360000
14060,Maruti,Asian,3,59000,Individual,Petrol,Manual,15.37,1196,7,360000
14061,Mahindra,Asian,6,75354,Dealer,Diesel,Manual,21.03,1461,5,360000
14062,Hyundai,Asian,7,45135,Dealer,Diesel,Manual,24,1120,5,360000
14063,Maruti,Asian,6,41586,Dealer,Petrol,Manual,21.79,998,5,360000
14064,Tata,Asian,4,40000,Individual,Petrol,Manual,23.84,1199,5,360000
14065,Datsun,Asian,4,23142,Dealer,Petrol,Manual,19.83,1198,5,360000
14066,Hyundai,Asian,6,19000,Dealer,Petrol,Manual,19.81,1086,5,360000
14067,Hyundai,Asian,9,60000,Individual,Diesel,Manual,21.9,1396,5,360000
14068,Maruti,Asian,5,24779,Dealer,Petrol,Automatic,23.95,998,5,360000
14069,Maruti,Asian,5,63359,Dealer,Petrol,Automatic,20.51,998,5,360000
14070,Hyundai,Asian,9,100000,Individual,Petrol,Manual,17,1197,5,360000
14071,Datsun,Asian,3,1830,Dealer,Petrol,Manual,22.7,799,5,360000
14072,Hyundai,Asian,3,5442,Dealer,Petrol,Manual,21.1,814,5,360000
14073,Hyundai,Asian,7,84566,Dealer,Diesel,Manual,24,1186,5,360000
14074,Tata,Asian,5,90000,Individual,Diesel,Manual,25,1396,5,360000
14075,Honda,Asian,13,60000,Individual,Petrol,Manual,17,1497,5,360000
14076,Mahindra,Asian,9,78700,Dealer,Diesel,Manual,17.21,1493,7,360000
14077,Maruti,Asian,9,120000,Individual,Diesel,Manual,22.9,1248,5,360000
14078,Mahindra,Asian,9,100000,Individual,Diesel,Manual,15.96,2523,7,360000
14079,Toyota,Asian,6,100000,Individual,Petrol,Manual,17.71,1197,5,360000
14080,Maruti,Asian,8,60000,Individual,Diesel,Manual,22.9,1248,5,360000
14081,Chevrolet,American,6,90000,Individual,Diesel,Manual,22.1,1248,5,360000
14082,Maruti,Asian,10,54000,Dealer,Diesel,Manual,23.2,1248,5,360000
14083,Ford,American,5,35000,Dealer,Petrol,Manual,18.16,1196,5,360000
14084,Volkswagen,European,4,43000,Individual,Petrol,Manual,17,1198,5,360000
14085,Tata,Asian,3,80000,Individual,Petrol,Manual,23.84,1199,5,360000
14086,Maruti,Asian,4,40000,Individual,Petrol,Manual,23.1,998,5,360000
14087,Volkswagen,European,7,78000,Dealer,Diesel,Manual,20.14,1498,5,360000
14088,Mahindra,Asian,8,200000,Individual,Diesel,Manual,15.96,2523,7,360000
14089,Hyundai,Asian,5,58000,Dealer,Diesel,Manual,24,1186,5,360000
14090,Honda,Asian,8,66000,Individual,Diesel,Manual,25.8,1498,5,360000
14091,Hyundai,Asian,5,60000,Individual,Petrol,Manual,18.9,1197,5,360000
14092,Hyundai,Asian,6,36000,Dealer,Petrol,Manual,21.1,814,5,360000
14093,Maruti,Asian,2,10000,Individual,Petrol,Manual,23.95,998,5,360000
14094,Maruti,Asian,5,11799,Individual,Petrol,Manual,20.51,998,5,360000
14095,Tata,Asian,3,60000,Individual,Petrol,Manual,23.84,1199,5,360000
14096,Hyundai,Asian,7,55000,Dealer,Petrol,Manual,20.36,1197,5,360000
14097,Maruti,Asian,8,58000,Dealer,Diesel,Manual,22.9,1248,5,360000
14098,Hyundai,Asian,5,52000,Dealer,Petrol,Manual,19.1,1197,5,360000
14099,Honda,Asian,10,70778,Dealer,Petrol,Manual,17,1497,5,360000
14100,Honda,Asian,11,56000,Dealer,Petrol,Manual,14.8,1799,5,360000
14101,Nissan,Asian,9,45000,Dealer,Diesel,Manual,21.64,1461,5,360000
14102,Maruti,Asian,7,90000,Individual,Diesel,Manual,23.4,1248,5,360000
14103,Maruti,Asian,7,55000,Dealer,Diesel,Manual,28.4,1248,5,360000
14104,Maruti,Asian,1,2200,Dealer,Petrol,Manual,24.7,796,5,360000
14105,Maruti,Asian,4,42000,Dealer,Petrol,Manual,21.79,998,5,360000
14106,Toyota,Asian,8,36500,Dealer,Petrol,Manual,16.78,1496,5,360000
14107,Maruti,Asian,6,20934,Dealer,Petrol,Manual,23.1,998,5,360000
14108,Hyundai,Asian,5,55000,Dealer,Petrol,Manual,20.14,1197,5,360000
14109,Honda,Asian,10,62000,Dealer,Petrol,Manual,17,1497,5,360000
14110,Nissan,Asian,8,62000,Dealer,Diesel,Manual,22.71,1461,5,360000
14111,Renault,European,4,13800,Individual,Petrol,Manual,23.01,999,5,360000
14112,Maruti,Asian,9,120000,Individual,Diesel,Manual,20.77,1248,7,360000
14113,Hyundai,Asian,9,84000,Dealer,Diesel,Manual,23,1396,5,360000
14114,Maruti,Asian,11,156000,Individual,Diesel,Manual,19.3,1248,5,360000
14115,Maruti,Asian,5,56000,Dealer,CNG,Manual,33.54,998,5,360000
14116,Maruti,Asian,10,89000,Dealer,Diesel,Manual,19.3,1248,5,360000
14117,Maruti,Asian,12,54000,Dealer,Petrol,Manual,16.1,1298,5,360000
14118,Maruti,Asian,2,10000,Individual,Petrol,Manual,23.95,998,5,360000
14119,Maruti,Asian,4,30000,Individual,Petrol,Manual,23.95,998,5,360000
14120,Hyundai,Asian,7,80000,Individual,Diesel,Manual,24.4,1120,5,360000
14121,Maruti,Asian,5,31000,Dealer,Petrol,Automatic,23.95,998,5,360000
14122,Volkswagen,European,8,67000,Dealer,Petrol,Manual,15.04,1598,5,360000
